content_id,genre_id
131,10749
131,18
132,10749
132,14
133,14
133,9648
133,28
134,28
134,80
135,28
135,53
135,80
136,28
136,80
136,35
136,53
137,28
137,35
138,80
138,28
139,18
139,12
139,878
140,18
140,53
141,10749
141,18
141,14
142,10749
142,18
143,80
143,9648
143,53
144,35
144,28
144,80
144,53
145,28
145,80
145,35
146,27
146,9648
146,53
147,27
147,9648
147,53
147,80
148,18
148,10749
148,35
149,80
149,35
150,53
150,28
150,80
151,35
151,18
151,10751
152,28
152,80
153,35
153,28
153,53
154,28
154,36
154,12
154,18
155,14
155,18
156,80
156,18
157,53
157,18
157,28
158,28
158,53
158,18
159,28
159,35
159,80
160,18
160,35
161,28
161,80
161,53
162,18
162,35
162,10749
163,53
163,28
163,18
164,28
164,53
164,18
165,28
165,35
166,80
166,18
167,18
168,53
168,18
169,28
169,80
169,53
170,18
170,10749
171,18
171,10749
172,80
172,28
173,10749
173,18
174,28
174,80
174,53
175,53
175,80
175,18
176,18
176,10749
176,35
177,9648
177,53
177,27
178,14
178,10749
179,18
179,35
179,10749
180,18
180,10749
180,14
181,28
181,35
181,80
182,10752
182,18
182,36
182,28
183,35
183,18
184,18
184,53
185,27
185,53
186,18
187,9648
187,53
188,80
188,53
189,18
190,80
190,53
190,9648
190,28
191,27
191,53
192,35
192,10749
192,18
193,18
194,9648
194,53
195,35
196,18
196,28
196,80
196,53
197,18
198,28
198,53
198,18
199,35
199,878
199,80
200,27
200,53
200,18
201,10749
201,18
202,18
202,36
202,53
203,80
203,53
203,28
204,16
204,28
204,12
204,35
204,10751
204,878
205,16
205,27
205,878
205,28
205,53
206,80
206,53
206,18
207,35
207,28
207,80
208,28
208,53
208,80
209,10749
209,18
209,36
210,28
210,12
210,18
210,53
211,28
211,18
211,35
212,53
212,9648
212,80
213,80
213,53
214,53
214,18
215,18
215,36
216,28
216,35
217,18
217,28
217,53
218,28
218,80
218,18
218,53
219,28
219,53
219,36
219,10752
220,35
220,18
221,18
221,10749
222,28
222,53
223,28
223,35
224,18
225,18
225,10749
226,9648
226,10749
226,53
227,16
227,10751
227,12
227,18
228,28
228,80
228,53
228,9648
229,878
229,18
230,28
230,80
230,53
231,18
231,28
231,10752
232,35
232,80
232,18
233,12
233,28
233,35
233,14
234,28
234,18
235,28
235,27
235,18
235,14
236,10749
