content_id,genre_id
1406,18
1406,80
1407,16
1407,10762
1407,10759
1407,10765
1408,35
1408,10751
1408,18
1409,18
1410,18
1410,35
1411,18
1412,9648
1412,18
1412,80
1413,18
1413,35
1414,18
1415,18
1415,10749
1416,35
1416,18
1417,18
1417,10749
1418,16
1419,99
1420,18
1420,10765
1420,35
1422,10764
1423,10759
1423,80
1423,18
1423,9648
1424,35
1424,18
1425,18
1426,99
1426,80
1427,18
1427,10749
1428,18
1429,10764
1430,18
1430,35
1431,10764
1432,18
1433,10764
1434,10764
1435,10759
1436,18
1436,80
1436,9648
1437,16
1437,10759
1437,10762
1437,10751
1438,16
1438,10762
1439,18
1440,10764
1441,16
1441,10762
1442,18
1443,10759
1443,10765
1444,18
1445,18
1445,35
1446,18
1447,10764
1447,35
1448,18
1448,9648
1449,18
1450,18
1451,18
1452,18
1452,10751
1453,18
1453,9648
1454,10759
1454,18
1455,18
1456,18
1457,35
1457,18
1457,10751
1458,18
1458,35
1459,35
1459,18
1460,10764
1461,80
1461,18
1462,18
1462,35
1463,10764
1464,18
1464,35
1465,80
1465,9648
1465,18
1466,18
1467,10762
1467,16
1468,18
1468,35
1469,99
1470,18
1471,18
1472,35
1472,18
1473,18
1474,35
1474,18
1475,10764
1476,18
1477,10764
1478,10764
1478,99
1479,35
1479,18
1480,10764
1481,10765
1481,18
1483,99
1483,10768
1484,18
1485,18
1485,35
1486,35
1486,18
1486,10751
1487,18
1488,18
1489,18
1490,10764
1491,80
1491,18
1492,10764
1493,99
1494,18
1495,18
1496,18
1497,18
1498,10764
1499,35
1499,18
1500,18
1501,10767
1502,10768
1502,18
1503,35
1503,18
1504,18
1505,10767
1505,35
1506,18
1507,35
1507,10759
1508,18
1508,10749
1509,10762
1510,18
1511,18
1511,10751
1511,10766
1512,18
1513,10751
1513,18
1514,10764
1515,35
1515,18
1516,18
1517,10762
1518,16
1518,10762
1519,16
1519,10765
1520,18
1521,10764
1521,35
1522,10767
1523,35
1523,18
1524,10764
1525,99
1526,35
1526,10751
1527,10767
1527,10764
1528,10764
1528,10762
1528,10751
1529,18
1530,10751
1530,18
1532,18
1532,99
1533,18
1533,10749
1534,18
1535,18
1535,35
1535,10751
1536,35
1536,18
1537,18
1538,10764
1539,18
1539,10751
1539,10749
1540,16
1540,35
1540,10762
1541,10764
1541,35
1542,18
1543,18
1544,18
1545,18
1546,10759
1546,18
1547,35
1547,18
1548,35
1548,18
1549,35
1549,18
1550,16
1550,10762
1551,18
1552,35
1553,18
1554,99
1555,35
1555,18
1555,10749
1556,18
1557,10764
1558,10764
1559,18
1560,10764
1561,18
1562,10764
1563,18
1564,10764
1565,18
1565,10765
1566,10764
1567,18
1568,99
1569,10764
1570,10764
1571,99
1572,18
1573,18
1574,10767
1575,10764
1576,10764
1576,35
1577,18
1578,18
1578,80
1579,18
1580,10762
1581,18
1582,10764
1583,10764
1584,10764
1585,10764
1586,10767
1587,10764
1588,18
1588,35
1589,18
1589,10749
1589,35
1590,10764
1591,18
1592,10764
1593,16
1593,10762
1594,10764
1595,99
1595,10764
1596,18
1596,10751
1597,10762
1597,16
1597,10765
1598,18
1599,99
1600,18
1601,18
1602,18
1603,10764
1604,10764
1605,10764
1606,10764
1606,10767
1607,18
1607,10765
1608,10764
1609,18
1610,80
1610,10767
1611,10764
1612,10764
1612,10767
1613,16
1613,10762
1613,10765
1613,10759
1614,10767
1614,10764
1615,10764
1616,10764
1616,10751
1617,10764
1618,18
1619,18
1620,18
1621,10764
1622,10764
1622,10767
1623,18
1623,10749
1624,10764
1625,18
1626,18
1627,10764
1629,10767
1630,10764
1631,99
1632,10764
1632,10767
1633,10764
1634,10764
1635,99
1636,18
1637,16
1637,35
1637,10765
1638,10764
1639,10762
1640,18
1641,10764
1642,16
1642,10762
1643,10764
1644,10764
1645,10764
1645,10767
1646,10764
1647,18
1648,10767
1648,35
1649,10764
1650,18
1651,18
1652,16
1652,10762
1653,18
1654,16
1654,10762
1655,99
1656,10767
1658,10767
1658,10764
1659,10762
1660,10764
1661,10764
1661,10767
1662,99
1663,16
1663,35
1664,10764
1665,10762
1666,99
1667,10764
1669,10764
1670,10751
1670,10762
1670,99
1671,18
1672,18
1672,10759
1673,16
1673,10762
1674,10764
1675,10764
1676,18
1677,18
1678,10762
1679,10764
1680,99
1681,18
1682,99
1683,10767
1684,16
1684,10762
1685,99
1686,10764
1687,10764
1688,10764
1689,10764
1690,16
1691,18
1692,10764
1693,10764
1694,10762
1694,16
1695,99
1696,16
1696,10762
1697,10767
1698,10764
1699,18
1701,10767
1702,10762
1702,16
1702,10767
1703,16
1703,10762
1704,10764
1704,10762
1705,10764
1706,10764
1707,10762
1707,16
1708,99
1709,10764
1711,10764
1711,10767
1712,10764
1713,18
1714,10764
1715,10764
1716,99
1717,10767
1718,99
1718,10767
1719,10764
1720,10767
1721,10764
1722,16
1722,10762
1723,10764
1723,10767
1724,18
1725,10762
1725,10767
1726,16
1727,18
1727,10765
1728,10767
1729,16
1729,10762
1730,10764
1731,10764
1732,10764
1733,10764
1733,99
1734,10764
1735,10764
1736,99
1737,16
1737,10762
1738,16
1738,10762
1739,99
1740,16
1740,10762
1741,10764
1742,10764
1743,16
1743,10762
1744,10764
1745,10767
1746,18
1747,10762
1747,16
1748,99
1749,99
1750,10764
1750,10767
1751,16
1751,10762
1752,99
1753,10764
1754,16
1754,10762
1755,10764
1756,10764
1757,10764
1758,16
1758,10762
1759,18
1760,10764
1761,99
1762,10764
1763,99
1764,16
1764,10762
1765,10762
1765,10764
1766,16
1766,10762
1768,10767
1769,10764
1770,16
1770,10762
1771,18
1772,16
1773,99
1774,10764
1775,10762
1775,35
1776,99
1777,99
1778,16
1778,10762
1779,99
1780,35
1781,99
1783,35
1784,35
1784,18
1785,16
1785,10762
1786,10762
1787,10762
1788,16
1788,10762
1789,99
1791,99
1792,99
1793,99
1794,10764
1795,10762
1795,10764
1796,16
1796,10762
1797,16
1797,10762
1798,10762
1799,18
1800,16
1801,10762
1802,16
1802,10762
1803,10762
1803,10764
1804,99
1807,10762
1808,10764
1810,10764
1811,10762
1812,10764
1813,10764
1814,10762
1815,16
1815,10762
1816,10764
1818,10762
1818,10764
1819,16
1819,10762
1820,10762
1821,10751
1821,16
1821,35
1822,16
1822,10762
1823,10764
1824,99
1825,99
1825,10764
1826,10764
1826,10767
1827,10762
1828,99
1829,16
1829,10762
1830,99
1831,16
1831,10762
1832,16
1832,10762
1833,10764
1834,16
1834,10762
1835,10764
1837,16
1837,10762
1839,16
1839,10762
1840,99
1842,16
1842,10762
1843,99
1844,10762
1844,16
1845,10764
1847,10764
1848,16
1848,10762
1849,16
1849,10762
1850,16
1850,10762
1851,10762
1852,10751
1852,16
1852,35
1853,16
1853,10762
1854,99
1856,16
1856,35
1857,16
1857,10751
1857,10759
1858,16
1858,10762
1859,16
1859,10762
1860,16
1860,10762
1861,99
1863,99
1865,16
1865,10762
1866,10762
1866,16
1868,10762
1870,16
1870,10762
1871,10762
1872,10764
1873,16
1873,10762
1874,10762
1874,16
