title,content_type,genre_ids,release_date,vote_average,vote_count,popularity,tmdb_id
그 후,영화,"[18, 10749]",2017-06-07,6.5,94,1.2265,451957
극장판 뽀로로와 친구들: 바이러스를 없애줘!,영화,"[16, 10751, 12, 14, 878]",2022-12-01,10,1,1.063,1039470
사람과 고기,영화,[18],2025-10-07,7,5,1.1204,1420259
하류인생,영화,"[28, 80, 18]",2004-05-21,5.9,14,1.0505,177152
핑크퐁 시네마 콘서트 3: 진저브레드맨을 잡아라,영화,"[16, 10751, 10402]",2023-07-26,0,0,1.1669,1144610
게이트,영화,"[35, 80]",2018-02-28,5.8,5,1.0771,508624
미쓰GO,영화,"[28, 35]",2012-06-20,6.2,12,1.2482,134000
하하하,영화,"[35, 18, 10749]",2010-05-06,6.3,63,1.1069,60098
점쟁이들,영화,"[12, 14, 35, 9648]",2012-10-03,6.1,24,1.2084,142284
유감스러운 도시,영화,"[35, 28, 80]",2009-01-22,4.9,6,1.016,19613
라이터를 켜라,영화,"[35, 28]",2002-07-17,6.2,13,1.177,128039
부러진 화살,영화,"[18, 80]",2011-10-09,6.735,34,1.2611,116323
우리 생애 최고의 순간,영화,[18],2008-01-10,6.6,19,0.9231,18431
아이,영화,[18],2021-02-10,7,11,1.1275,709056
폭로,영화,"[80, 53]",2023-09-30,5.4,9,1.0334,956728
수상한 고객들,영화,"[35, 18]",2011-04-14,6.7,10,0.9005,72067
한국이 싫어서,영화,[18],2024-08-28,7.083,6,1.2133,1007481
극장판 엄마 까투리: 도시로 간 까투리 가족,영화,[16],2022-09-08,0,0,1.1803,1007012
문영,영화,[18],2017-01-12,6.7,19,1.0599,423248
극장판 똘똘이: 아기공룡의 비밀,영화,"[16, 10751, 14, 35, 12]",2025-11-07,0,0,1.0585,1560590
오징어 게임 이야기,영화,[99],2025-06-26,8.308,26,1.3484,1504735
라디오 스타,영화,"[18, 35]",2006-09-27,6.8,15,1.1142,39439
극장판 헬로카봇: 옴파로스 섬의 비밀,영화,"[16, 12, 10751, 878]",2019-01-31,6,2,1.3103,577205
낫아웃,영화,[18],2021-06-03,6,2,1.1184,805046
공공의 적,영화,"[28, 80]",2002-01-25,7.136,70,1.0735,33171
공포특급,영화,[27],2025-04-02,4.083,6,1.0013,1304096
오로라 공주,영화,"[80, 18, 9648]",2005-10-27,6.01,52,1.3018,38054
사이비,영화,"[16, 18, 53]",2013-11-21,6.463,41,1.0105,211247
거인,영화,[18],2014-11-13,7.1,18,1.148,300498
모던 보이,영화,"[10752, 10749, 18]",2008-10-02,6.8,4,1.1108,290075
대치동 스캔들,영화,"[18, 10749]",2024-06-19,6,1,1.5695,1296272
퇴마; 무녀굴,영화,[27],2015-08-20,5.875,8,1.3449,357995
열한번째 엄마,영화,[18],2007-11-29,7,12,1.1134,131921
바람,영화,"[18, 28]",2009-11-26,6.3,10,1.1126,249277
핑크퐁 원더스타 특별편: 호기와 도둑자동차,영화,"[16, 12, 10751]",2024-07-18,0,0,1.165,1215165
세기말의 사랑,영화,[18],2024-01-24,8,5,1.1412,1059185
어쩌면 우린 헤어졌는지 모른다,영화,"[10749, 18]",2023-02-08,5.6,10,1.1785,870144
잉투기,영화,"[18, 35]",2013-11-14,7.4,5,1.0824,236261
"고산자, 대동여지도",영화,"[36, 18]",2016-09-07,6.6,22,0.9867,410882
경주,영화,"[18, 10749]",2014-06-12,7.3,24,1.1381,272687
해피 투게더,영화,"[18, 35]",2018-11-15,7,3,1.1009,551655
극장판 검정고무신: 즐거운 나의 집,영화,[16],2022-10-06,7,1,1.2996,1024656
소풍,영화,[18],2024-02-07,6,2,1.1262,1115168
인어공주,영화,"[10749, 14]",2004-06-30,6.667,18,1.0332,137298
공공의 적 2,영화,"[28, 80]",2005-01-27,7.2,39,1.1558,32213
스프린터,영화,[18],2023-05-24,5,1,0.8632,890948
다찌마와 리: 악인이여 지옥행 급행열차를 타라,영화,"[28, 12, 35, 37]",2008-08-13,5.857,21,1.376,19886
이수근의 눈치코치,영화,[35],2021-07-09,2.5,4,1.0603,840611
가문의 영광 5: 가문의 귀환,영화,[35],2012-12-19,5.2,10,1.0986,249826
동주,영화,"[18, 36]",2016-02-17,7.8,20,1.4575,382336
황산벌,영화,"[36, 10752, 35]",2003-10-17,6.7,15,1.1261,147704
초미의 관심사,영화,"[35, 10751, 18]",2020-05-27,6.2,9,1.0119,632929
Reversi,영화,"[18, 878, 10749]",2024-12-19,6.9,7,1.0443,1206264
천국은 없다,영화,"[80, 28]",2025-06-25,6,2,1.1508,1303586
지옥만세,영화,"[12, 18]",2023-08-16,6.7,9,1.2331,1019810
올레,영화,"[18, 35]",2016-08-25,6,6,1.1765,414829
잘 알지도 못하면서,영화,"[18, 35]",2009-05-14,5.8,37,1.2949,86262
양치기,영화,[53],2024-06-12,6,2,0.9527,987464
질투는 나의 힘,영화,"[18, 10749]",2003-04-18,6.3,15,1.1271,140613
거북이 달린다,영화,"[53, 35, 80, 18]",2009-06-11,6.341,41,1.0564,26781
고당도,영화,"[18, 80, 35]",2025-12-10,6.4,7,1.0063,1420264
이 밤이 지나면,영화,[18],2026-05-02,5,1,0.9401,1650454
고백,영화,"[53, 80, 18]",2021-02-24,6,9,0.9753,716854
피도 눈물도 없이,영화,"[28, 35, 80, 18]",2002-02-28,6.1,32,0.9241,97531
다른 것으로 알려질 뿐이지,영화,"[18, 10749]",2025-08-27,5.5,2,1.1054,1289553
우리는 형제입니다,영화,"[35, 18]",2014-10-23,6.6,11,0.9889,307217
열혈남아,영화,"[80, 18]",2006-11-19,6.777,47,0.9901,70131
어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,영화,"[28, 35, 53]",2004-03-12,6.4,10,1.0471,41172
사랑의 고고학,영화,"[10749, 18]",2023-04-12,7,2,0.8688,956734
진범,영화,"[53, 9648, 80]",2019-07-10,7.4,25,1.0563,572158
봄날의 곰을 좋아하세요?,영화,"[35, 10749]",2003-10-24,5.8,11,1.0458,32774
오! 마이 고스트,영화,[9648],2022-09-15,5.938,8,1.0497,795295
비밀일 수밖에,영화,[18],2025-09-10,5.6,5,1.1656,1184502
썰,영화,"[35, 27, 9648, 53]",2021-06-03,5.9,8,0.8735,773962
어디로 가고 싶으신가요,영화,[18],2023-07-05,5,1,0.9116,1106492
좋.댓.구,영화,[35],2023-07-12,6,2,0.948,999824
아침바다 갈매기는,영화,[18],2024-11-27,6.75,6,1.0602,1339592
글러브,영화,"[18, 10751]",2011-01-20,6.1,13,0.8969,64396
시크릿,영화,"[53, 80]",2009-12-03,6.4,35,0.9165,36681
검은 소년,영화,[18],2024-02-07,4,1,1.072,1139238
용서받지 못한 자,영화,[18],2005-11-18,7.048,21,1.0225,182633
울지마 톤즈,영화,[99],2010-09-09,8,3,0.8894,492460
신비아파트: 금빛 도깨비와 비밀의 동굴,영화,"[16, 27, 14, 12]",2018-07-25,8,6,1.1205,535370
십개월의 미래,영화,"[18, 35]",2021-10-14,6.7,10,0.814,707157
성덕,영화,[99],2022-09-28,5.5,2,0.8416,877440
최선의 삶,영화,[18],2021-09-01,6.6,7,0.9556,668704
니자리,영화,"[27, 35]",2022-07-18,2,2,0.8961,1293291
만남의 광장,영화,[10749],2020-03-18,4,1,0.7984,860789
와일드 카드,영화,"[28, 53, 80]",2003-05-16,6.1,15,0.9178,52884
롱디,영화,"[10749, 35]",2023-05-10,6,2,0.7663,840612
인사동 스캔들,영화,"[80, 53]",2009-04-29,5.8,9,1.2017,26002
원정빌라,영화,"[53, 9648, 27]",2024-12-04,5.2,4,1.2683,1204884
저수지 게임,영화,[99],2017-09-07,7.5,6,0.8688,477767
극장판 헬로카봇: 달나라를 구해줘!,영화,[16],2019-09-04,4,1,0.8496,636283
파송송 계란탁,영화,"[35, 18]",2005-02-18,5.5,7,1.0288,210309
계절과 계절 사이,영화,"[10749, 18]",2018-10-05,5,6,1.0013,546772
퀴어 마이 프렌즈,영화,[99],2023-08-09,6,1,0.9459,956515
유병재: 블랙코미디,영화,[35],2018-03-16,6.2,4,0.9199,512153
스플릿,영화,[18],2016-11-09,6.8,8,1.1453,425636
청담보살,영화,[35],2009-11-11,6.4,12,1.1398,167760
쫑알쫑알 똘똘이: 이상한 마을 대모험,영화,"[16, 12, 10751, 14]",2025-04-30,0,0,0.8142,1460820
딸에 대하여,영화,[18],2024-09-04,6.5,3,0.9418,1150725
바보야,영화,[99],2011-04-21,8,1,1.0975,544948
너에게 가는 길,영화,[99],2021-11-17,6.125,8,0.8624,805047
1984 최동원,영화,[99],2021-11-11,6,2,0.8644,762583
카브리올레,영화,[35],2024-06-19,5.4,5,0.7838,987462
셀럽은 회의 중,영화,[35],2022-04-01,3.8,5,0.8457,929373
타다: 대한민국 스타트업의 초상,영화,[99],2021-10-14,0,0,0.8051,854762
명량: 회오리 바다를 향하여,영화,"[36, 99]",2015-05-07,9.3,6,0.853,416052
정순,영화,[18],2024-04-17,6,1,0.8224,956731
목소리들,영화,[99],2025-04-02,7.5,2,0.7503,1268798
목소리들,영화,[18],2023-12-03,0,0,0.9391,1203133
막걸리가 알려줄거야,영화,"[35, 878, 14]",2024-02-28,6.7,3,0.9201,1172551
노무현입니다,영화,[99],2017-05-25,7.9,12,1.0034,460486
아네모네,영화,"[35, 18, 28]",2024-02-07,6.5,2,0.896,1006124
족구왕,영화,"[35, 18]",2014-08-21,7.1,13,1.0788,286702
커미션,영화,"[53, 80]",2025-07-16,5.2,5,0.8577,1219394
빅슬립,영화,[18],2023-11-22,5,1,0.6691,1017172
믿을 수 있는 사람,영화,[18],2023-10-18,5.8,5,0.8596,1086626
바람개비,영화,[28],2023-05-10,3,3,0.8613,1108197
해바라기,영화,"[10749, 18]",2025-06-06,0,0,0.762,1389246
부산,영화,"[28, 18]",2009-10-15,5.5,4,0.8221,45092
8월의 크리스마스,영화,"[10751, 14]",2023-10-09,0,0,0.7984,1174940
알로하,영화,[],2024-07-05,0,0,0.7236,1292856
퀴즈왕,영화,[35],2010-09-16,5.5,12,0.8426,73659
히든,영화,"[28, 18]",2022-05-25,6,3,0.776,973530
월남보살,영화,"[35, 18]",2026-02-19,6,1,0.9651,1691985
터닝메카드W: 블랙미러의 부활,영화,"[16, 10770]",2017-01-18,0,0,1.0805,441189
극장판 헬로카봇: 백악기 시대,영화,"[16, 12, 878, 10751]",2018-08-01,6,2,0.8271,536000
안녕하세요,영화,[18],2022-05-25,6.7,3,0.7576,820435
바람 따라 만나리 : 김호중의 계절,영화,"[99, 10402]",2023-10-17,0,0,0.8129,1189848
광장,영화,"[16, 18, 10749]",2026-01-15,6,2,0.7959,1361054
브레드이발소: 셀럽 인 베이커리타운,영화,"[16, 10751, 10402]",2024-03-01,0,0,0.7897,1236788
극장판 헬로카봇: 수상한 마술단의 비밀,영화,[16],2022-09-28,0,0,0.7278,1024649
결혼전야,영화,[18],2014-11-27,0,0,0.74,642911
신비아파트 극장판 하늘도깨비 대 요르문간드,영화,"[16, 12, 28, 53, 14, 16]",2019-12-19,8,1,0.7929,654747
가치 캅시다,영화,[18],2021-10-28,5,1,0.7719,881441
"김광석, 못다 한 이야기",영화,"[99, 10402]",2022-06-22,1.5,2,0.609,990269
극장판 콩순이: 장난감나라 대모험,영화,[16],2021-05-05,0,0,0.6915,823277
한반도의 공룡,영화,"[99, 12]",2012-07-06,0,0,0.7658,427170
신비아파트 극장판 차원도깨비와 7개의 세계,영화,[16],2022-12-14,0,0,0.5891,1051393
다우렌의 결혼,영화,"[18, 10749, 10751]",2024-06-12,5,1,0.6427,1137097
감기,영화,[10749],2014-06-29,0,0,0.6294,645200
페스터,영화,[53],2024-10-30,4.5,2,0.648,1380044
선희이모,영화,"[18, 10751]",2026-06-19,4,1,0.6014,1691977
문재인입니다,영화,[99],2023-05-10,8.7,3,0.8066,1111319
신비아파트 특별편: 붉은 눈의 사신,영화,"[16, 28, 14, 12]",2024-08-14,0,0,0.6825,1322349
브레드이발소: 베이커리타운의 악당들,영화,"[16, 10751]",2025-09-27,0,0,1.2104,1521915
무법자,영화,[80],2010-03-18,5.4,5,0.651,108800
"터치, 툭",영화,"[18, 10749]",2026-05-01,4,1,0.4927,1650443
임영웅 리사이틀,영화,"[10402, 99, 10770]",2025-10-04,0,0,0.5394,1557542
서를 담고,영화,"[18, 53]",2026-05-02,4,1,0.4835,1661062
꽃놀이 간다,영화,[18],2025-10-22,6,1,0.6775,1450444
혐오의 스타,영화,[18],2024-01-23,6,1,0.501,1234434
쥬라기캅스 극장판: 공룡시대 대모험,영화,"[16, 878, 14, 10751, 28]",2022-09-07,0,0,0.7667,1023825
임영웅│아임 히어로 더 스타디움,영화,"[10402, 99]",2024-08-28,0,0,0.918,1322328
극장판 윌벤져스: 수상한 캠핑 대소동,영화,[16],2022-06-23,0,0,0.5853,977826
"N번방: 악의 평범성, 그리고 디지털 공간",영화,[99],2021-05-28,4,3,0.5674,834928
"포켓몬스터: 성도지방 이야기, 최종장",영화,"[16, 14, 12, 10751]",2024-05-01,0,0,0.6322,1266533
노이즈 캔슬링,영화,[18],2025-11-01,0,0,0.4783,1661092
고고다이노 극장판: 얼음공룡의 비밀,영화,"[16, 10751, 12, 878, 14]",2022-10-05,0,0,0.4427,1013346
르네에게,영화,"[18, 10402, 10749]",2023-12-27,5,1,0.3852,1154697
면접교섭,영화,[99],2024-12-25,10,1,0.374,1390593
서울역,영화,[99],2013-01-01,0,0,0.3627,635852
감금,영화,[],2018-05-17,6,1,0.3598,923718
아무도 모른다,영화,"[16, 18, 10749]",2023-01-06,0,0,0.3395,1244564
헬로카봇 올스타 스페셜,영화,[16],2024-07-31,0,0,0.3516,1420353
된다! 뭐든! 무서울 뻔~한 이야기,영화,"[16, 35]",2021-12-15,0,0,0.3329,923301
아수라: 야쿠자의 길,영화,[],2015-05-14,0,0,0.2896,493553
우리의 이름,영화,[18],2025-11-26,0,0,0.4237,1423207
이런 엿같은 사랑,드라마,"[18, 35]",2026-08-07,8.701,67,85.282,291496
런닝맨,예능,"[35, 10764]",2010-07-11,8.222,216,75.3545,33238
김병만의 정글의 법칙,예능,[10764],2011-10-21,6,9,172.129,52910
참교육,드라마,"[10759, 18, 35]",2026-06-05,9.4,821,67.1306,276161
오싹한 연애,드라마,"[35, 10765, 18]",2026-07-18,8.9,51,62.6434,298610
출동! 슈퍼윙스,드라마,"[16, 10762]",2014-09-01,6.6,20,59.0718,71026
약한영웅,드라마,"[10759, 18]",2022-11-18,8.7,508,48.9919,200709
SBS 인기가요,예능,"[10764, 10751]",1998-02-01,7.5,4,57.3476,65278
오징어 게임,드라마,"[10759, 9648, 18]",2021-09-17,7.855,17682,48.4555,93405
김부장,드라마,"[10759, 80, 18]",2026-06-26,8.373,146,43.4905,296206
사냥개들,드라마,"[18, 10759, 80]",2023-06-09,8.507,783,40.1085,127529
도굴왕,드라마,"[16, 10759, 10765]",2026-07-08,8.333,18,37.7576,297826
미운 우리 새끼,예능,"[10764, 10767]",2016-08-26,7,10,45.4767,72896
모범택시,드라마,"[10759, 80, 18]",2021-04-09,8.202,210,34.7859,119769
폭싹 속았수다,드라마,[18],2025-03-07,8.8,572,30.8409,219246
아파트,드라마,"[18, 35, 80]",2026-07-11,8.7,27,29.7976,300727
캐치! 티니핑,드라마,"[16, 10762]",2020-03-19,7,4,27.4596,136915
TV 동물농장,예능,"[10751, 10764]",2001-05-06,7.6,4,31.8638,64369
도깨비,드라마,"[18, 10765, 35]",2016-12-02,8.6,3120,26.7216,67915
지금 우리 학교는,드라마,"[10759, 18, 10765]",2022-01-28,8.3,4448,26.5044,99966
솔로지옥,예능,"[10764, 35, 10767]",2021-12-18,7.6,97,24.5572,139798
원더풀스,드라마,"[10759, 35, 10765, 18]",2026-05-15,8.874,250,24.4141,259837
여신강림,드라마,"[35, 18]",2020-12-09,8.276,2705,25.2178,112888
SBS Inkigayo,드라마,[],2014-08-10,0,0,38.0429,130931
스위트홈,드라마,"[10765, 10759]",2020-12-18,8.211,1607,23.1607,96648
낭만닥터 김사부,드라마,[18],2016-11-07,8.1,130,24.4654,68398
엄마친구아들,드라마,"[18, 35]",2024-08-17,7.894,284,21.0991,241454
더 글로리,드라마,[18],2022-12-30,8.47,945,20.227,136283
동궁,드라마,"[9648, 10759, 10765, 18]",2026-07-17,8.235,83,19.3708,279323
환혼,드라마,"[18, 10765, 10759, 9648]",2022-06-18,8.58,814,21.2231,135157
가스인간,드라마,"[10765, 80]",2026-07-02,7.524,63,20.0172,253960
X맨,예능,"[35, 10767]",2003-11-08,7.2,5,22.4059,5707
이상한 변호사 우영우,드라마,[18],2022-06-29,8.488,978,20.9771,197067
"나는 SOLO, 그 후 사랑은 계속된다",예능,[10764],2022-08-11,7.3,3,24.6949,207924
경이로운 소문,드라마,"[18, 9648, 10759]",2020-11-28,8.345,451,20.5197,113268
로보카 폴리,드라마,"[16, 10762, 10751, 10759, 35]",2011-02-28,6.6,10,17.1811,61194
고고다이노,드라마,"[16, 10762]",2016-01-12,8,1,16.0595,95112
슬기로운 의사생활,드라마,"[18, 35]",2020-03-12,8.6,176,22.0453,96102
눈물의 여왕,드라마,"[18, 35]",2024-03-09,8.389,507,16.4539,215720
빈센조,드라마,"[10759, 35, 18, 80]",2021-02-20,8.518,1095,19.2653,117376
맨 끝줄 소년,드라마,"[9648, 18]",2026-06-26,7.933,45,17.7043,286360
김비서가 왜 그럴까,드라마,"[35, 18]",2018-06-06,8.3,723,16.7955,79434
사랑의 불시착,드라마,"[18, 35]",2019-12-14,8.5,961,18.6606,94796
반짝이는 워터멜론,드라마,"[10765, 18]",2023-09-25,8.81,168,17.4614,212204
궁금한 이야기 Y,예능,"[10767, 10764]",2009-10-09,0,0,18.792,93007
나는 SOLO,예능,[10764],2021-07-14,6,2,18.0764,129236
밥 잘 사주는 예쁜 누나,드라마,[18],2018-03-30,7.752,139,14.278,78385
EBS 다큐프라임,드라마,[99],2008-02-25,0,0,17.3621,79265
마이데몬,드라마,"[18, 35]",2023-11-24,8.46,682,15.1654,218539
뽀롱뽀롱 뽀로로,드라마,"[16, 10759, 10765, 10751, 10762, 35]",2003-11-27,6.556,9,15.8021,19845
상속자들,드라마,"[35, 18]",2013-10-09,7.8,676,16.3757,48462
기리고,드라마,"[9648, 18]",2026-04-24,8.151,175,16.524,285838
헬로카봇,드라마,"[10762, 16, 10765, 10759]",2014-08-02,0,0,15.7382,96121
응답하라 1988,드라마,[35],2015-11-06,8.76,223,15.794,64010
펜트하우스,드라마,"[18, 9648]",2020-10-26,8.3,258,15.1982,99489
마이 네임,드라마,"[80, 18, 9648]",2021-10-15,8.2,1083,13.886,110356
모두가 자신의 무가치함과 싸우고 있다,드라마,[18],2026-04-18,8.5,57,15.3506,289424
킹더랜드,드라마,"[18, 35]",2023-06-17,8.209,635,15.024,198004
멋진 신세계,드라마,"[18, 35, 10765]",2026-05-08,8.881,97,18.4542,303143
사내맞선,드라마,"[35, 18]",2022-02-28,8.5,789,14.0799,154825
트리거,드라마,"[10759, 18, 80]",2025-07-25,8.065,107,12.5754,238084
D.P.,드라마,"[18, 10759, 80]",2021-08-27,8.024,272,13.9047,110534
꽃보다 남자,드라마,"[35, 18]",2009-01-05,8.268,1846,13.7973,16420
굿보이,드라마,"[80, 35, 10759, 18]",2025-05-31,8.6,187,13.0805,231280
꼬리에 꼬리를 무는 그날 이야기,예능,"[10767, 9648, 80]",2020-09-17,8,3,23.3563,111998
살인자ㅇ난감,드라마,"[80, 35, 9648, 18]",2024-02-09,7.359,199,12.0163,202783
킹덤,드라마,"[18, 9648]",2019-01-25,8.203,1259,13.1235,70593
MBC 다큐프라임,드라마,[99],2007-03-13,0,0,20.1154,194524
편의점 샛별이,드라마,"[35, 18]",2020-06-19,7.6,158,13.4473,98827
선재 업고 튀어,드라마,"[18, 10765, 35, 9648]",2024-04-08,8.6,294,13.443,230923
밤이 되었습니다,드라마,"[18, 9648]",2023-12-04,7.9,121,11.4781,229915
월간남친,드라마,"[35, 10765, 18]",2026-03-06,8.366,146,12.7427,281016
종이의 집: 공동경제구역,드라마,"[10759, 80, 18, 9648]",2022-06-24,7.711,730,12.5521,112836
이 사랑 통역 되나요?,드라마,"[18, 35]",2026-01-16,8.4,157,13.8712,229891
사이코지만 괜찮아,드라마,"[18, 35]",2020-06-20,8.502,1511,12.0664,96462
SKY 캐슬,드라마,"[35, 18]",2018-11-23,8.019,81,9.943,84327
광장,드라마,"[10759, 18]",2025-06-06,7.878,185,11.1745,232766
지옥,드라마,"[18, 9648, 10765]",2021-11-19,7.327,1015,12.3492,106651
일단 뜨겁게 청소하라,드라마,"[35, 18]",2018-11-26,7.514,71,9.7392,78869
꼬마버스 타요,드라마,"[16, 10762, 35, 10751]",2010-08-23,6.7,6,11.703,45039
폭군의 셰프,드라마,"[18, 10765]",2025-08-23,8.62,254,11.8442,280945
다 이루어질지니,드라마,"[10765, 35, 18]",2025-10-03,7.871,136,12.0779,228689
비밀의 숲,드라마,"[80, 18, 9648]",2017-06-10,8.262,214,12.9417,70626
조립식 가족,드라마,"[18, 10751]",2024-10-09,8.043,93,11.2385,237565
연모,드라마,[18],2021-10-11,8.1,299,10.9748,129478
굿파트너,드라마,"[18, 35]",2024-07-12,7.9,16,11.0043,243761
오늘도 매진했습니다,드라마,"[35, 18]",2026-04-22,8.384,82,12.2154,287011
키스는 괜히 해서!,드라마,"[18, 35]",2025-11-12,8.2,112,11.4244,281013
경성크리처,드라마,"[10765, 9648, 10759, 18]",2023-12-22,7.944,328,12.1688,135238
배가본드,드라마,"[18, 9648, 10759]",2019-09-20,8.288,516,11.0616,92983
힘쎈여자 강남순,드라마,"[35, 18, 10765, 80]",2023-10-07,7.7,154,11.6664,203164
아스달 연대기,드라마,"[18, 10759]",2019-06-01,7.608,93,11.8799,88463
순풍산부인과,드라마,"[10751, 35]",1998-03-02,9,5,12.5598,70204
모범형사,드라마,"[80, 18, 9648, 10759]",2020-07-06,7.22,41,12.8911,99480
해피니스,드라마,"[18, 9648, 10765]",2021-11-05,8.087,583,10.0487,135340
힘쎈여자 도봉순,드라마,"[35, 10759, 18]",2017-02-24,8.149,325,12.3248,68814
나의 해방일지,드라마,[18],2022-04-09,7.872,94,9.8376,154887
더 킹: 영원의 군주,드라마,"[10765, 18]",2020-04-17,8.248,914,9.5884,93846
선의의 경쟁,드라마,"[9648, 18]",2025-02-10,8.7,118,11.1614,259288
귀궁,드라마,"[10765, 18]",2025-04-18,8.1,36,10.6335,259486
중증외상센터,드라마,"[18, 35]",2025-01-24,8.453,170,10.1796,217553
열혈사제,드라마,"[80, 35, 18]",2019-02-15,8.219,64,10.7981,86830
레이디 두아,드라마,"[80, 9648, 18]",2026-02-13,7.472,90,10.1796,273977
무브 투 헤븐: 나는 유품정리사입니다,드라마,[18],2021-05-14,8,386,9.2501,96571
크라임씬,예능,"[80, 10764]",2014-05-10,8.2,9,10.089,71908
흑백요리사: 요리 계급 전쟁,예능,[10764],2024-09-17,8.222,81,10.3471,245684
으라차차 와이키키,드라마,"[18, 35]",2018-02-05,7.833,108,11.5517,76557
데블스 플랜,예능,[10764],2023-09-26,7.649,114,10.2663,214582
캐셔로,드라마,"[10759, 18]",2025-12-26,7.35,90,10.8586,238458
갯마을 차차차,드라마,"[35, 18]",2021-08-28,8.2,658,11.0861,128883
고요의 바다,드라마,"[18, 10765, 9648]",2021-12-24,7.594,730,8.435,96777
언젠가는 슬기로울 전공의생활,드라마,[18],2025-04-12,8.1,64,10.8615,235355
달의 연인 - 보보경심 려,드라마,"[18, 10765, 10768]",2016-08-29,8.508,596,10.0323,66433
지금 거신 전화는,드라마,"[18, 9648, 80]",2024-11-22,8.326,308,10.1879,253905
씰룩,드라마,"[16, 10762]",2022-12-01,8,2,7.6224,219266
이번 생은 처음이라,드라마,"[35, 18]",2017-10-09,8.207,193,9.7525,74074
애마,드라마,"[18, 35]",2025-08-22,7.4,21,9.4538,229958
그것이 알고싶다,예능,"[99, 10767]",1992-03-31,8,1,12.6246,66130
청담국제고등학교,드라마,"[18, 9648]",2023-05-31,8.2,42,10.4328,214994
철인왕후,드라마,"[18, 35, 10765]",2020-12-12,8.504,505,10.2266,108261
패밀리가 떴다,예능,"[35, 10764]",2008-06-15,7.6,7,10.5539,18618
18 어게인,드라마,"[18, 35, 10765]",2020-09-21,8.339,270,8.4396,99654
괴물,드라마,"[18, 80, 9648]",2021-02-19,8.5,189,8.6213,116612
우리들의 블루스,드라마,[18],2022-04-09,8.4,83,10.9629,135840
에스콰이어: 변호사를 꿈꾸는 변호사들,드라마,[18],2025-08-02,8.1,73,9.8714,281004
소년심판,드라마,"[18, 80]",2022-02-25,8.072,256,10.4013,112833
언더커버 미쓰홍,드라마,"[80, 35, 18]",2026-01-17,8.5,32,10.3878,293608
무인도의 디바,드라마,"[35, 18]",2023-10-28,8,79,9.9813,216310
신이랑 법률사무소,드라마,"[18, 10765, 9648, 35]",2026-03-13,7.741,27,9.7683,281010
국민사형투표,드라마,"[18, 9648, 80]",2023-08-10,7.683,60,9.5997,217088
내일,드라마,"[18, 10765, 10759]",2022-04-01,8.4,291,10.5032,136369
군검사 도베르만,드라마,[18],2022-02-28,7.438,72,9.5157,135652
구미호뎐,드라마,"[10765, 18, 35, 9648]",2020-10-07,8.359,496,9.7632,108284
신비아파트,드라마,"[16, 9648, 10765, 10759]",2016-07-20,7.273,11,12.3857,70288
호텔 델루나,드라마,"[10765, 18, 35]",2019-07-12,8.5,638,10.499,90447
내겐 너무 까칠한 매니저 - 비서진,예능,"[10764, 35, 10767]",2025-10-03,8.5,2,26.4013,302173
아내의 유혹,드라마,[18],2008-11-03,5,8,9.1396,18493
강심장,예능,"[35, 10767]",2009-10-06,0,0,7.911,33881
웰컴투 삼달리,드라마,"[18, 35]",2023-12-02,8.2,142,10.087,219651
미스터 션샤인,드라마,[18],2018-07-07,8.418,196,8.4643,75820
멜로무비,드라마,"[35, 18]",2025-02-14,7.4,62,8.8525,243964
내 아이디는 강남미인,드라마,"[35, 18]",2018-07-27,7.328,154,9.4908,80737
브레드 이발소,드라마,"[16, 10762, 35]",2019-01-03,5.2,4,9.5832,129832
기생수: 더 그레이,드라마,"[10765, 10759, 18]",2024-04-05,7.429,338,8.8689,208825
은애하는 도적님아,드라마,"[10765, 35, 18]",2026-01-03,8.342,19,15.4252,301886
아무도 없는 숲속에서,드라마,"[9648, 80, 18]",2024-08-23,7.293,140,8.4272,219652
정신병동에도 아침이 와요,드라마,[18],2023-11-03,8.2,137,9.5069,205319
닥터 슬럼프,드라마,"[18, 35]",2024-01-27,8.1,149,9.9206,222233
"틈만나면,",예능,[10764],2024-04-23,8.3,7,10.2485,247805
SBS 가요대전,예능,[10764],1996-12-29,0,0,8.8328,206509
어느 날 우리 집 현관으로 멸망이 들어왔다,드라마,"[18, 10765, 35]",2021-05-10,7.9,534,8.0327,116386
슬기로운 감빵생활,드라마,"[18, 80]",2017-11-22,8.2,105,8.8129,74821
범인은 바로 너!,드라마,"[35, 9648]",2018-05-04,7.8,41,10.3942,78798
프로보노,드라마,"[35, 18]",2025-12-06,8.3,37,9.2738,284744
마인,드라마,"[9648, 18]",2021-05-08,7.6,130,7.3332,124426
Mr. 플랑크톤,드라마,"[35, 18]",2024-11-08,8.1,130,8.605,230448
일타 스캔들,드라마,"[18, 35]",2023-01-14,8.2,130,8.5943,202318
탄금,드라마,"[18, 9648]",2025-05-16,7.4,64,8.2503,224819
부부의 세계,드라마,[18],2020-03-27,7.5,72,8.3479,96164
모태솔로지만 연애는 하고 싶어,예능,[10764],2025-07-08,8.5,14,9.2462,288912
7인의 탈출,드라마,"[18, 9648]",2023-09-15,7,27,7.8356,200707
수상한 파트너,드라마,"[35, 80, 18]",2017-05-10,7.8,173,8.9492,71349
